Tweet,label,processed,processed_text
"plis jgn liat rep gue dulu malu, untung dah di apus",fear,"['plis', 'jgn', 'liat', 'rep', 'saya', 'dulu', 'malu', 'untung', 'apus']",plis jgn liat rep saya dulu malu untung apus
gw sih malu..klo digituin,fear,"['saya', 'sih', 'maluklo', 'digituin']",saya sih maluklo digituin
yakin ilangin mie ayam? ko aku ragu?,fear,"['yakin', 'ilangin', 'mie', 'ayam', 'ko', 'aku', 'ragu']",yakin ilangin mie ayam ko aku ragu
"wordle 234 3/6 kaget sendiri, bisa-bisanya tebakan ketiga langsung keluar",fear,"['wordle', '234', '36', 'kaget', 'sendiri', 'bisabisanya', 'tebak', 'tiga', 'langsung', 'keluar']",wordle 234 36 kaget sendiri bisabisanya tebak tiga langsung keluar
sir baik tak kena balik panggung mimpi ngeri..kuang kuang kuang..,fear,"['sir', 'baik', 'tak', 'kena', 'balik', 'panggung', 'mimpi', 'ngerikuang', 'kuang', 'kuang']",sir baik tak kena balik panggung mimpi ngerikuang kuang kuang
mvs euphoria s1 sender baru namatin yg s1 kok si rou ga mau naik kereta brg jules? trs pas di eps7 mcky beneran di ituin sama temen2 nya? di dpn cassie? sender kaget bgt,fear,"['mvs', 'euphoria', 's1', 'sender', 'baru', 'namatin', 's1', 'si', 'rou', 'tidak', 'mau', 'naik', 'kereta', 'brg', 'jules', 'trs', 'pas', 'eps7', 'mcky', 'beneran', 'ituin', 'sama', 'temen2', 'dpn', 'cassie', 'sender', 'kaget', 'banget']",mvs euphoria s1 sender baru namatin s1 si rou tidak mau naik kereta brg jules trs pas eps7 mcky beneran ituin sama temen2 dpn cassie sender kaget banget
aku takut ketekuk ini ngepas bgt sizenya,fear,"['aku', 'takut', 'tekuk', 'ngepas', 'banget', 'sizenya']",aku takut tekuk ngepas banget sizenya
pasarannya emang segitu kah?? kaget t__t,fear,"['pasar', 'emang', 'segitu', 'kah', 'kaget', 'tt']",pasar emang segitu kah kaget tt
gk bisa komen sih takut salah kata cuman ya.. agak gimana juga ya..,fear,"['tidak', 'bisa', 'komen', 'sih', 'takut', 'salah', 'kata', 'cuman', 'agak', 'gimana', 'juga']",tidak bisa komen sih takut salah kata cuman agak gimana juga
"ya tuhan,pengen pacaran tapi takut berujung malah manfaatin anak orang. kan karma ada.",fear,"['tuhanpengen', 'pacar', 'tapi', 'takut', 'ujung', 'malah', 'manfaatin', 'anak', 'orang', 'kan', 'karma']",tuhanpengen pacar tapi takut ujung malah manfaatin anak orang kan karma
mau duluin perasaan sendiri tapi takut kecewa,fear,"['mau', 'duluin', 'asa', 'sendiri', 'tapi', 'takut', 'kecewa']",mau duluin asa sendiri tapi takut kecewa
"lho kaget, baru sadar",fear,"['lho', 'kaget', 'baru', 'sadar']",lho kaget baru sadar
niat mau bikin 13112th1)4y tvv1130n tertahan karna lagi bimbang ragu,fear,"['niat', 'mau', 'bikin', '13112th14y', 'tvv1130n', 'tahan', 'karna', 'lagi', 'bimbang', 'ragu']",niat mau bikin 13112th14y tvv1130n tahan karna lagi bimbang ragu
ngeri ekspedisi apa yg aman sekarang?,fear,"['ngeri', 'ekspedisi', 'apa', 'aman', 'sekarang']",ngeri ekspedisi apa aman sekarang
aku takut nanti malem,fear,"['aku', 'takut', 'nanti', 'malem']",aku takut nanti malem
"serius, jadi kaget gue",fear,"['serius', 'kaget', 'saya']",serius kaget saya
aku mau komen tapi takut wkwk :(,fear,"['aku', 'mau', 'komen', 'tapi', 'takut', 'wkwk']",aku mau komen tapi takut wkwk
group b se ngeri itu ya allah…,fear,"['group', 'b', 'se', 'ngeri', 'allah']",group b se ngeri allah
kaget langsung bener,fear,"['kaget', 'langsung', 'benar']",kaget langsung benar
"klo aku jidat yg sering tak tempelin dikaca ketika kondisi nungguin.. walhasil kacanya berembun,,njuk panik nyariin tisu..",fear,"['klo', 'aku', 'jidat', 'sering', 'tak', 'tempelin', 'kaca', 'ketika', 'kondisi', 'nungguin', 'walhasil', 'kaca', 'berembunnjuk', 'panik', 'nyariin', 'tisu']",klo aku jidat sering tak tempelin kaca ketika kondisi nungguin walhasil kaca berembunnjuk panik nyariin tisu
"tiap wtm dan nunggu lta, satu sisi si fmc nya juga dah ganti jadi x013692 gak sabar tapi ya ngeri dan wuaduu",fear,"['tiap', 'wtm', 'nunggu', 'lta', 'satu', 'sisi', 'si', 'fmc', 'juga', 'ganti', 'x013692', 'gak', 'sabar', 'tapi', 'ngeri', 'wuaduu']",tiap wtm nunggu lta satu sisi si fmc juga ganti x013692 gak sabar tapi ngeri wuaduu
"a trivia, im being deadass. gue ga pernah dugem wkwk takut ngebungkus laki orang.",fear,"['a', 'trivia', 'im', 'being', 'deadass', 'saya', 'tidak', 'pernah', 'dugem', 'wkwk', 'takut', 'ngebungkus', 'laki', 'orang']",a trivia im being deadass saya tidak pernah dugem wkwk takut ngebungkus laki orang
"gak katla, ga wordle, yang hari ini bikin tegang semua.",fear,"['gak', 'katla', 'tidak', 'wordle', 'hari', 'bikin', 'tegang', 'semua']",gak katla tidak wordle hari bikin tegang semua
klo bener semua takut,fear,"['klo', 'benar', 'semua', 'takut']",klo benar semua takut
ngeri juga 5 quote gaib.,fear,"['ngeri', 'juga', '5', 'quote', 'gaib']",ngeri juga 5 quote gaib
"kompakan niyee, kaget, heran, geram sudah gak asing ditelinga.",fear,"['kompak', 'niyee', 'kaget', 'heran', 'geram', 'gak', 'asing', 'telinga']",kompak niyee kaget heran geram gak asing telinga
ngeri ngeri sedep,fear,"['ngeri', 'ngeri', 'sedep']",ngeri ngeri sedep
"faktanya gua bahagia kenal dia, gua bahagia ketemu dia, bahkan jauh pun gua masih ngerasain bahagia.. yah walaupun kadang ada khawatir and cemburu, itu cuma karena gua terlalu sayang ama dia yang takut kehilangan dia.",fear,"['fakta', 'gua', 'bahagia', 'kenal', 'dia', 'gua', 'bahagia', 'ketemu', 'dia', 'bahkan', 'jauh', 'pun', 'gua', 'masih', 'ngerasain', 'bahagia', 'yah', 'walaupun', 'kadang', 'khawatir', 'and', 'cemburu', 'cuma', 'gua', 'terlalu', 'sayang', 'ama', 'dia', 'takut', 'hilang', 'dia']",fakta gua bahagia kenal dia gua bahagia ketemu dia bahkan jauh pun gua masih ngerasain bahagia yah walaupun kadang khawatir and cemburu cuma gua terlalu sayang ama dia takut hilang dia
kenapa acc gede moa banyak yg rest moga cepet balik yaa duhh takut gue rada2 kepikiran dan sedikit trauma,fear,"['kenapa', 'acc', 'gede', 'moa', 'banyak', 'rest', 'moga', 'cepet', 'balik', 'yaa', 'duhh', 'takut', 'saya', 'rada2', 'pikir', 'sedikit', 'trauma']",kenapa acc gede moa banyak rest moga cepet balik yaa duhh takut saya rada2 pikir sedikit trauma
takut sm sembi,fear,"['takut', 'sm', 'sembi']",takut sm sembi
alhamdulillah drawnya agak wangi tapi tetep takut,fear,"['alhamdulillah', 'drawnya', 'agak', 'wangi', 'tapi', 'tetep', 'takut']",alhamdulillah drawnya agak wangi tapi tetep takut
g terbayang gw langsung panik,fear,"['g', 'bayang', 'saya', 'langsung', 'panik']",g bayang saya langsung panik
kaget bgt tbtb jamet,fear,"['kaget', 'banget', 'tbtb', 'jamet']",kaget banget tbtb jamet
ini aku belum bilang ibu wkaka takut ga diboleih,fear,"['aku', 'belum', 'bilang', 'ibu', 'wkaka', 'takut', 'tidak', 'diboleih']",aku belum bilang ibu wkaka takut tidak diboleih
klo claimnya independent women aku khawatir si,fear,"['klo', 'claimnya', 'independent', 'women', 'aku', 'khawatir', 'si']",klo claimnya independent women aku khawatir si
"me tp kazuha ganti yae, alias takut tp ttp percaya diri",fear,"['me', 'tp', 'kazuha', 'ganti', 'yae', 'alias', 'takut', 'tp', 'ttp', 'percaya', 'diri']",me tp kazuha ganti yae alias takut tp ttp percaya diri
takut kaya dulu lagi wey,fear,"['takut', 'kaya', 'dulu', 'lagi', 'wey']",takut kaya dulu lagi wey
lah kann pada salty ngapa dah ak baru twt kaget anjir,fear,"['kann', 'salty', 'ngapa', 'ak', 'baru', 'twt', 'kaget', 'anjir']",kann salty ngapa ak baru twt kaget anjir
"haduh, takut viral sama komentar saya yg itu nih. yg like ama yg komen jadi banyak bgt busetdahh",fear,"['haduh', 'takut', 'viral', 'sama', 'komentar', 'saya', 'nih', 'like', 'ama', 'komen', 'banyak', 'banget', 'busetdahh']",haduh takut viral sama komentar saya nih like ama komen banyak banget busetdahh
"aku emg tidurnya slalu malem, tp plg malem jam 2 pagi sih, tp alhamdulillah aku bisa tidur di situasi kek gtu. soalnya aku lbih takut manusia drpd hantu. amit2 klo di situ ada manusia ngintip baru tuh g bsa tdur, kan serem bgtt",fear,"['aku', 'emg', 'tidur', 'slalu', 'malem', 'tp', 'plg', 'malem', 'jam', '2', 'pagi', 'sih', 'tp', 'alhamdulillah', 'aku', 'bisa', 'tidur', 'situasi', 'kek', 'gtu', 'soal', 'aku', 'lbih', 'takut', 'manusia', 'drpd', 'hantu', 'amit2', 'klo', 'situ', 'manusia', 'ngintip', 'baru', 'tuh', 'g', 'bsa', 'tdur', 'kan', 'rem', 'bgtt']",aku emg tidur slalu malem tp plg malem jam 2 pagi sih tp alhamdulillah aku bisa tidur situasi kek gtu soal aku lbih takut manusia drpd hantu amit2 klo situ manusia ngintip baru tuh g bsa tdur kan rem bgtt
pengen tidurr tapi takut kebablasan soalnya bentar lagi mo bimbel,fear,"['ken', 'tidurr', 'tapi', 'takut', 'bablas', 'soal', 'bentar', 'lagi', 'mo', 'bimbel']",ken tidurr tapi takut bablas soal bentar lagi mo bimbel
alamak .. ngeri kale ..,fear,"['alamak', 'ngeri', 'kale']",alamak ngeri kale
"diberau ada konflik lagi antara dayak sama bugis, jd khawatir keadaan ayah, mana handphonenya g aktif di tlf, ayah :(",fear,"['rau', 'konflik', 'lagi', 'antara', 'dayak', 'sama', 'bugis', 'jd', 'khawatir', 'ada', 'ayah', 'mana', 'handphonenya', 'g', 'aktif', 'tlf', 'ayah']",rau konflik lagi antara dayak sama bugis jd khawatir ada ayah mana handphonenya g aktif tlf ayah
dan chat mita di whatsapp official 0811-84-1400. hati-hati terhadap akun palsu yg mengatasnamakan bank mandiri dan meminta data rahasia. semoga sehat selalu. tks~kareen (end),fear,"['chat', 'mita', 'whatsapp', 'official', '0811841400', 'hatihati', 'hadap', 'akun', 'palsu', 'mengatasnamakan', 'bank', 'mandiri', 'minta', 'data', 'rahasia', 'moga', 'sehat', 'selalu', 'tkskareen', 'end']",chat mita whatsapp official 0811841400 hatihati hadap akun palsu mengatasnamakan bank mandiri minta data rahasia moga sehat selalu tkskareen end
gue jadi ragu,fear,"['saya', 'ragu']",saya ragu
gua masih kaget ta):,fear,"['gua', 'masih', 'kaget', 'ta']",gua masih kaget ta
gara-gara rame soal kolbuk gue panik anjrit,fear,"['garagara', 'rame', 'soal', 'kolbuk', 'saya', 'panik', 'anjrit']",garagara rame soal kolbuk saya panik anjrit
ya allah aku takut kalau ada host yang main ratio sama fanbase kpop :(,fear,"['allah', 'aku', 'takut', 'kalau', 'host', 'main', 'ratio', 'sama', 'fanbase', 'kpop']",allah aku takut kalau host main ratio sama fanbase kpop
yaallah mika angkasa w kaget gue kira cm ciuman biasa doang anjg di kebun aakghhghg,fear,"['yaallah', 'mika', 'angkasa', 'w', 'kaget', 'saya', 'kira', 'cm', 'cium', 'biasa', 'doang', 'anjg', 'kebun', 'aakghhghg']",yaallah mika angkasa w kaget saya kira cm cium biasa doang anjg kebun aakghhghg
kaget bgt tbtb mas crush ngucapin aaosjskajskansnsj sygnya dia pcr org gmn dong gue gabole baper,fear,"['kaget', 'banget', 'tbtb', 'mas', 'crush', 'ngucapin', 'aaosjskajskansnsj', 'sygnya', 'dia', 'pcr', 'org', 'gmn', 'dong', 'saya', 'gabole', 'baper']",kaget banget tbtb mas crush ngucapin aaosjskajskansnsj sygnya dia pcr org gmn dong saya gabole baper
"tambah ngeri aja ni,,",fear,"['tambah', 'ngeri', 'aja', 'ni']",tambah ngeri aja ni
ngeri bgt ini org sebelah gue..,fear,"['ngeri', 'banget', 'org', 'belah', 'saya']",ngeri banget org belah saya
wkwk ngeri kali gaga,fear,"['wkwk', 'ngeri', 'kali', 'gaga']",wkwk ngeri kali gaga
"ini belum mulai dm, udah mules takut di block.",fear,"['belum', 'mulai', 'dm', 'mules', 'takut', 'block']",belum mulai dm mules takut block
"pengen ngerjain yoel, tapi takut diamuk duluan",fear,"['ken', 'ngerjain', 'yoel', 'tapi', 'takut', 'amuk', 'duluan']",ken ngerjain yoel tapi takut amuk duluan
lo takut jg gk,fear,"['lo', 'takut', 'jg', 'tidak']",lo takut jg tidak
jangan terlalu byk kepo kurang2in kepo cek urg mah ntr takut jatuh cinta lg awas nanti km cinta,fear,"['jangan', 'terlalu', 'byk', 'kepo', 'kurang2in', 'kepo', 'cek', 'urg', 'mah', 'ntr', 'takut', 'jatuh', 'cinta', 'lg', 'awas', 'nanti', 'kamu', 'cinta']",jangan terlalu byk kepo kurang2in kepo cek urg mah ntr takut jatuh cinta lg awas nanti kamu cinta
bingung takut panik,fear,"['bingung', 'takut', 'panik']",bingung takut panik
ikrr haha takut betul baca semua replies dekat post tu,fear,"['ikrr', 'haha', 'takut', 'betul', 'baca', 'semua', 'replies', 'dekat', 'post', 'tu']",ikrr haha takut betul baca semua replies dekat post tu
takut puasanya ga sah,fear,"['takut', 'puasa', 'tidak', 'sah']",takut puasa tidak sah
pertama kali beli kolbuk lucu bgtt tapi rada ragu buat makenya,fear,"['pertama', 'kali', 'beli', 'kolbuk', 'lucu', 'bgtt', 'tapi', 'rada', 'ragu', 'buat', 'makenya']",pertama kali beli kolbuk lucu bgtt tapi rada ragu buat makenya
"kaga kak, gua cuma masih kaget..",fear,"['kaga', 'kak', 'gua', 'cuma', 'masih', 'kaget']",kaga kak gua cuma masih kaget
"i want to ask as bvyer klo kita dm minta pl dan over bvdget kita boleh ngabarin ""maaf ya kak over bvdget"" gitu gak sih? takut gak enak.. atau ada saran kalimat lain buat blsnya?",fear,"['i', 'want', 'to', 'ask', 'as', 'bvyer', 'klo', 'kita', 'dm', 'minta', 'pl', 'over', 'bvdget', 'kita', 'boleh', 'ngabarin', 'maaf', 'kak', 'over', 'bvdget', 'gitu', 'gak', 'sih', 'takut', 'gak', 'enak', 'saran', 'kalimat', 'lain', 'buat', 'blsnya']",i want to ask as bvyer klo kita dm minta pl over bvdget kita boleh ngabarin maaf kak over bvdget gitu gak sih takut gak enak saran kalimat lain buat blsnya
ngeri euy,fear,"['ngeri', 'euy']",ngeri euy
anjir jun malu bgt nggak.. terus diapain abis itu..,fear,"['anjir', 'jun', 'malu', 'banget', 'tidak', 'terus', 'diapain', 'abis']",anjir jun malu banget tidak terus diapain abis
"hari ni pake baju pink ama celana item, takut dikatain blackpink",fear,"['hari', 'ni', 'pake', 'baju', 'pink', 'ama', 'celana', 'item', 'takut', 'dikatain', 'blackpink']",hari ni pake baju pink ama celana item takut dikatain blackpink
kamu kesannya kaya ga butuh aku dude istg its not bcs i dont need you or smth tapi gue cuma gamau dikatain matre. mending ngasih bapak ibu mu karena mereka lebih pantes dapetin itu. kalo mau beliin aku sesuatu boleh tapi jangan sering sering takut beban :((,fear,"['kamu', 'kesan', 'kaya', 'tidak', 'butuh', 'aku', 'dude', 'istg', 'its', 'not', 'bcs', 'i', 'dont', 'need', 'you', 'or', 'smth', 'tapi', 'saya', 'cuma', 'gamau', 'dikatain', 'matre', 'mending', 'ngasih', 'bapak', 'ibu', 'mu', 'mereka', 'lebih', 'pantes', 'dapetin', 'kalo', 'mau', 'beliin', 'aku', 'sesuatu', 'boleh', 'tapi', 'jangan', 'sering', 'sering', 'takut', 'beban']",kamu kesan kaya tidak butuh aku dude istg its not bcs i dont need you or smth tapi saya cuma gamau dikatain matre mending ngasih bapak ibu mu mereka lebih pantes dapetin kalo mau beliin aku sesuatu boleh tapi jangan sering sering takut beban
ada masalah apa tigrealnya? aku sebagai user tigreal malu bgt,fear,"['masalah', 'apa', 'tigrealnya', 'aku', 'bagai', 'user', 'tigreal', 'malu', 'banget']",masalah apa tigrealnya aku bagai user tigreal malu banget
ngeri ya canda nya,fear,"['ngeri', 'canda']",ngeri canda
agak ngeri yaa,fear,"['agak', 'ngeri', 'yaa']",agak ngeri yaa
takut banget,fear,"['takut', 'banget']",takut banget
tolong panik ini melanda lagi,fear,"['tolong', 'panik', 'landa', 'lagi']",tolong panik landa lagi
"dimana tempat yang aman untuk perempuan? jadi makin takut korban kekerasan pada perempuan makin bnyk, orang tolol biadab bngt owasu",fear,"['mana', 'tempat', 'aman', 'perempuan', 'makin', 'takut', 'korban', 'keras', 'perempuan', 'makin', 'bnyk', 'orang', 'tolol', 'biadab', 'banget', 'owasu']",mana tempat aman perempuan makin takut korban keras perempuan makin bnyk orang tolol biadab banget owasu
"ketika lu punya pacar tapi tbtb ada seseorang yg lu suka. lu jadiin crush, tapi lu ga bisa apa apa karna gak mau selingkuh tapi ngerasa kalo perasaan lu gabisa diboongin. berusaha hapus perasaan tapi malah tak tertahan. mau lapor ayang takut malah dibuang.",fear,"['ketika', 'lu', 'punya', 'pacar', 'tapi', 'tbtb', 'orang', 'lu', 'suka', 'lu', 'jadiin', 'crush', 'tapi', 'lu', 'tidak', 'bisa', 'apa', 'apa', 'karna', 'gak', 'mau', 'selingkuh', 'tapi', 'ngerasa', 'kalo', 'asa', 'lu', 'gabisa', 'diboongin', 'usaha', 'hapus', 'asa', 'tapi', 'malah', 'tak', 'tahan', 'mau', 'lapor', 'ayang', 'takut', 'malah', 'buang']",ketika lu punya pacar tapi tbtb orang lu suka lu jadiin crush tapi lu tidak bisa apa apa karna gak mau selingkuh tapi ngerasa kalo asa lu gabisa diboongin usaha hapus asa tapi malah tak tahan mau lapor ayang takut malah buang
pengen poca date sama moots tapi takut awkward,fear,"['ken', 'poca', 'date', 'sama', 'moots', 'tapi', 'takut', 'awkward']",ken poca date sama moots tapi takut awkward
gue nangis bgttttttt da ah malu seneng kaget jd satu amatt,fear,"['saya', 'nang', 'bgttttttt', 'da', 'ah', 'malu', 'neng', 'kaget', 'jd', 'satu', 'amatt']",saya nang bgttttttt da ah malu neng kaget jd satu amatt
malu japp sshh berapa haribulan tu btw,fear,"['malu', 'japp', 'sshh', 'berapa', 'haribulan', 'tu', 'btw']",malu japp sshh berapa haribulan tu btw
tiba tiba banget aku kaget,fear,"['tiba', 'tiba', 'banget', 'aku', 'kaget']",tiba tiba banget aku kaget
ngeri brodi kapal sebelah,fear,"['ngeri', 'brodi', 'kapal', 'belah']",ngeri brodi kapal belah
"rep aja bro, takut nanti nyesel belakangan",fear,"['rep', 'aja', 'bro', 'takut', 'nanti', 'nyesel', 'belakang']",rep aja bro takut nanti nyesel belakang
malu ku bnar bnar malu,fear,"['malu', 'ku', 'bnar', 'bnar', 'malu']",malu ku bnar bnar malu
"pen nyoba tapi takut aneh rasanya, rate 1-10 cil untuk rasanya",fear,"['pen', 'nyoba', 'tapi', 'takut', 'aneh', 'rasa', 'rate', '110', 'cil', 'rasa']",pen nyoba tapi takut aneh rasa rate 110 cil rasa
takut nak amik spm tapi nak habes cepat,fear,"['takut', 'nak', 'amik', 'spm', 'tapi', 'nak', 'habes', 'cepat']",takut nak amik spm tapi nak habes cepat
"menurutku sih iya kayak, kalo jeleknya selesai tuh bikin marah-marah pengen bahas banyak, kalo jeleknya ini kayak.. shit malu banget yaudalah",fear,"['turut', 'sih', 'iya', 'kayak', 'kalo', 'jelek', 'selesai', 'tuh', 'bikin', 'marahmarah', 'ken', 'bahas', 'banyak', 'kalo', 'jelek', 'kayak', 'shit', 'malu', 'banget', 'yaudalah']",turut sih iya kayak kalo jelek selesai tuh bikin marahmarah ken bahas banyak kalo jelek kayak shit malu banget yaudalah
kaget kirain bakal zonk ehh ayang pulang,fear,"['kaget', 'kirain', 'bakal', 'zonk', 'ehh', 'ayang', 'pulang']",kaget kirain bakal zonk ehh ayang pulang
gua masih kaget seriusan..,fear,"['gua', 'masih', 'kaget', 'serius']",gua masih kaget serius
"pelajaran aturan sinus cosinus ""ini segitiga apa"" aku reflek jwb ""segitiga sembarang"" ""segitiga abc"" pls malu bgt tp ga salah kan. shshsksjsjjh malu mana jawabnya kenceng bgtt",fear,"['ajar', 'atur', 'sinus', 'cosinus', 'segitiga', 'apa', 'aku', 'reflek', 'jwb', 'segitiga', 'sembarang', 'segitiga', 'abc', 'pls', 'malu', 'banget', 'tp', 'tidak', 'salah', 'kan', 'shshsksjsjjh', 'malu', 'mana', 'jawab', 'kenceng', 'bgtt']",ajar atur sinus cosinus segitiga apa aku reflek jwb segitiga sembarang segitiga abc pls malu banget tp tidak salah kan shshsksjsjjh malu mana jawab kenceng bgtt
ajg bgt mau litsus bukannya disemangatin elah w kan takut bgt,fear,"['ajg', 'banget', 'mau', 'litsus', 'bukan', 'disemangatin', 'elah', 'w', 'kan', 'takut', 'banget']",ajg banget mau litsus bukan disemangatin elah w kan takut banget
"di sini masih enak banget sih bosnya keluargnya, ga tau gmna kalo doi beneran kerja ke tempat yg bener2 profesional. kaget sih pasti wkwk tapi bagus",fear,"['sini', 'masih', 'enak', 'banget', 'sih', 'bos', 'keluargnya', 'tidak', 'tau', 'gmna', 'kalo', 'doi', 'beneran', 'kerja', 'tempat', 'bener2', 'profesional', 'kaget', 'sih', 'pasti', 'wkwk', 'tapi', 'bagus']",sini masih enak banget sih bos keluargnya tidak tau gmna kalo doi beneran kerja tempat bener2 profesional kaget sih pasti wkwk tapi bagus
"rada ngeri yaa, apalagi stranger gitu",fear,"['rada', 'ngeri', 'yaa', 'apalagi', 'stranger', 'gitu']",rada ngeri yaa apalagi stranger gitu
"gabisa banget nyetel takut, i feel gonna cry",fear,"['gabisa', 'banget', 'nyetel', 'takut', 'i', 'feel', 'gonna', 'cry']",gabisa banget nyetel takut i feel gonna cry
anjwengg panik dikit ada,fear,"['anjwengg', 'panik', 'dikit']",anjwengg panik dikit
takut ah tp wkwk,fear,"['takut', 'ah', 'tp', 'wkwk']",takut ah tp wkwk
jangan deh kalo balikan ntar takut muncul perang dunia lagi,fear,"['jangan', 'deh', 'kalo', 'balik', 'ntar', 'takut', 'muncul', 'perang', 'dunia', 'lagi']",jangan deh kalo balik ntar takut muncul perang dunia lagi
"ahaha betuls, takut kayak yang waktu kemarin udah pede salah nah yang sekarang bener",fear,"['ahaha', 'betuls', 'takut', 'kayak', 'waktu', 'kemarin', 'pede', 'salah', 'nah', 'sekarang', 'benar']",ahaha betuls takut kayak waktu kemarin pede salah nah sekarang benar
om kok nyempil gitu. ngeri om,fear,"['om', 'nyempil', 'gitu', 'ngeri', 'om']",om nyempil gitu ngeri om
ngeri bgt sih,fear,"['ngeri', 'banget', 'sih']",ngeri banget sih
"dibonceng, bcs smpe skrg suka bego klo lampu merah kadang kelabas untung aja msh hidup. trs cape jg bwa mtr sndri + rada takut nyebrang klo ga modal nekat.",fear,"['bonceng', 'bcs', 'smpe', 'skrg', 'suka', 'bego', 'klo', 'lampu', 'merah', 'kadang', 'labas', 'untung', 'aja', 'msh', 'hidup', 'trs', 'cape', 'jg', 'bwa', 'mtr', 'sndri', 'rada', 'takut', 'nyebrang', 'klo', 'tidak', 'modal', 'nekat']",bonceng bcs smpe skrg suka bego klo lampu merah kadang labas untung aja msh hidup trs cape jg bwa mtr sndri rada takut nyebrang klo tidak modal nekat
malu banget tadi nangis dipergokin nyokap,fear,"['malu', 'banget', 'tadi', 'nang', 'dipergokin', 'nyokap']",malu banget tadi nang dipergokin nyokap
"ini dari kemarin kepala pusing, badan pegel pegel, flu, trs hari ini tenggorokan mulai sakit kenapa yaa :(( takut bangett",fear,"['kemarin', 'kepala', 'pusing', 'badan', 'gel', 'gel', 'flu', 'trs', 'hari', 'tenggorok', 'mulai', 'sakit', 'kenapa', 'yaa', 'takut', 'bangett']",kemarin kepala pusing badan gel gel flu trs hari tenggorok mulai sakit kenapa yaa takut bangett
dia doang yg melet2!!!! kaget akk,fear,"['dia', 'doang', 'melet2', 'kaget', 'akk']",dia doang melet2 kaget akk
tapi takut klu egois,fear,"['tapi', 'takut', 'klu', 'egois']",tapi takut klu egois
panik bgt tadi akunku ke logout sendiri,fear,"['panik', 'banget', 'tadi', 'akun', 'logout', 'sendiri']",panik banget tadi akun logout sendiri
takut bgt galak,fear,"['takut', 'banget', 'galak']",takut banget galak
mau ketawa tapi takut,fear,"['mau', 'ketawa', 'tapi', 'takut']",mau ketawa tapi takut
kalo yang hockey summer masi bisa diliat lah ini kek pas oper oper pucknya tuh bisa ngepas gitu mana kan mereka lari sana sini liatnya takut pada kepleset,fear,"['kalo', 'hockey', 'summer', 'mas', 'bisa', 'liat', 'kek', 'pas', 'oper', 'oper', 'pucknya', 'tuh', 'bisa', 'ngepas', 'gitu', 'mana', 'kan', 'mereka', 'lari', 'sana', 'sini', 'liat', 'takut', 'kepleset']",kalo hockey summer mas bisa liat kek pas oper oper pucknya tuh bisa ngepas gitu mana kan mereka lari sana sini liat takut kepleset
nemu menfess yang gua banget. tapi ragu mau rep..,fear,"['nemu', 'menfess', 'gua', 'banget', 'tapi', 'ragu', 'mau', 'rep']",nemu menfess gua banget tapi ragu mau rep
"eh bukan deng wkwkw kaget bgt, anjir mana rompi osisnya mirip + belakang gedungnya mirip. pas liat badgenya bukan sekolah gw",fear,"['eh', 'bukan', 'deng', 'wkwkw', 'kaget', 'banget', 'anjir', 'mana', 'rompi', 'osisnya', 'mirip', 'belakang', 'gedung', 'mirip', 'pas', 'liat', 'badgenya', 'bukan', 'sekolah', 'saya']",eh bukan deng wkwkw kaget banget anjir mana rompi osisnya mirip belakang gedung mirip pas liat badgenya bukan sekolah saya
takut anjir,fear,"['takut', 'anjir']",takut anjir
hari ini belum ngerjain tugas samsek males banget takut numpuk tapi males,fear,"['hari', 'belum', 'ngerjain', 'tugas', 'samsek', 'males', 'banget', 'takut', 'numpuk', 'tapi', 'males']",hari belum ngerjain tugas samsek males banget takut numpuk tapi males
"aslinya aku orang yang jarang bgt nelfon orang tua kalo lagi jauh, tp belakangan ini pengen denger suara mereka terus, walaupun mewek kalo lagi telfon tp sedikit bikin tenang. sehabis kelar telfon cemas lagi..",fear,"['asli', 'aku', 'orang', 'jarang', 'banget', 'nelfon', 'orang', 'tua', 'kalo', 'lagi', 'jauh', 'tp', 'belakang', 'ken', 'denger', 'suara', 'mereka', 'terus', 'walaupun', 'mewek', 'kalo', 'lagi', 'telfon', 'tp', 'sedikit', 'bikin', 'tenang', 'habis', 'kelar', 'telfon', 'cemas', 'lagi']",asli aku orang jarang banget nelfon orang tua kalo lagi jauh tp belakang ken denger suara mereka terus walaupun mewek kalo lagi telfon tp sedikit bikin tenang habis kelar telfon cemas lagi
"walaupun danpuspom anak buahnya emangnya lu kebal hukum, tugas puspom ga liat lu jendralnya tapi liat kasus hukumnya. bilang aja dung emang takut dikerangkeng.",fear,"['walaupun', 'danpuspom', 'anak', 'buah', 'emang', 'lu', 'kebal', 'hukum', 'tugas', 'puspom', 'tidak', 'liat', 'lu', 'jendralnya', 'tapi', 'liat', 'kasus', 'hukum', 'bilang', 'aja', 'dung', 'emang', 'takut', 'kerangkeng']",walaupun danpuspom anak buah emang lu kebal hukum tugas puspom tidak liat lu jendralnya tapi liat kasus hukum bilang aja dung emang takut kerangkeng
mau agak bar bar tapi agak takut juga kak,fear,"['mau', 'agak', 'bar', 'bar', 'tapi', 'agak', 'takut', 'juga', 'kak']",mau agak bar bar tapi agak takut juga kak
aku salkir ke org astagfirullah malu,fear,"['aku', 'salkir', 'org', 'astagfirullah', 'malu']",aku salkir org astagfirullah malu
