text,label
anjir sedih udah deh ini mah sn udh berasa ga lengkap lagi,sad
kicep. takut ketauan mungkin.,fear
"tapi aku gamau sambil bilang ""kalo buat manas manasin mantan mending sama bestie kakak aja biar makin berasa"" dengan nada bercanda. dianya malah.. marah. dan aku gak sadar kalo aku udah ada di.. tempat nongki gengnya.. dia fitnah aku abis2an",anger
semua kadrun benci ahok. itu sdh lumrah.,anger
"kaget plus deg-degan pas ada pelanggan cewek yang negur saya pas lagi nongkrong di cafe. kayaknya si anak kedokteran ya, bening sama cantik bat, heran. mana suaranya lembut bat lagi, jadi keinget suaranya kak yessica",fear
iya ni tvn kan suka memancing emosi penonton,anger
kalo sunda jukut itu rumput kalo kalimantan timur jukut itu ikan.. saya sunda nanya sama suami kalitim.. abang makan nya sama apa..? trs suami jawab makannya sama jukut.. saya kaget kok suami saya makan nya pake rumput kaya kambing.. ngakak kwkwkw,joy
kyk kalo emg ga ada bs ga sih jgn accept orderan akuu. kan jdnya ngasih harapan palsu. aku gamau kacang ijoo maunya tausaa,fear
"have a nice weekend chii, semangat hari ini!!",joy
aa sedih bgt progja udah selesai semuaa hwaa gamau udahan kkn-nya,sad
pagi pagi dah bikin emosi yaa,anger
"hallo.. gue makin kesini makin gangerti knp se kepo itu sama masalalu doi gue. kek seneng aja liat masalalu doi gue tu ga bahagia kek tolol banget lu nyia""in doi gue yang emng superduper baik gue bertrimakasih si sama lo karna lo dah buang doi gue.",anger
malu nya masih terasa,fear
jadi takut hehe,fear
"lapor komandan saat ini pagi pukul jam 07.04 wib bagian indonesia perjodohan masih terpantau sepi belum ada perubahan status sampai saat ini "" terima harapan """,neutral
"tengok orang lain bahagia sangat in relationship, jadi ingin",joy
"pengen ngerjain yoel, tapi takut diamuk duluan",fear
semangat sampai punya satelit sendiri khusus keluarga,joy
"coraline dulu pas kecil takut banget jir, mana nyebutnya dulu kartun mata kancing :(",fear
"bahagia adalah ketika dapat bersama, saling mencinta tanpa mempermasalahkan kekurangan yg kita punya.",neutral
"have a nice day, semangat buat hari ini",joy
pada seneng banget menghukum orang sih? setiap hari ada saja yang dihujat. pentingnya ngajarin kolaborasi sebelum kompetisi.,neutral
"kepikiran bikin ginian dari kapan tahun karena merasakan susahnya cari peralatan bayi tp dipakai cuman sebentar. tp liat kondisi daerah sini gak memungkinkan, banyak yg sepi jasa sewanya, agak meragukan",fear
"ya karena,aku gk suka cinta cintaan",neutral
lo takut jg gk,fear
kaget.. kok telat!,fear
"km luarnya klo ada mbak?as kebersihannya enak jd ada yg bersihin tiap minggunya. yaa krn bareng2 jd kurang privasi aja km dalemnya privasi terjaga, kl mlm ga usah keluar kmr. kl kamarnya kecil jd lembab, rawan binatang2 kecil, bau huhu (klo g rajin bersihin ya)",fear
ohh gitu.. kaget bentukannya kayak preinst,fear
"sjshhd yaampun iya pantesan, ih bego banget aku",anger
have u ever. malem2 nonton film ga sedih. tp sedih ngeliat idup lo,sad
"baik, trs bisa ngertiin aku, trs suka ngelawak ga jelas, absurd, aneh. negatifnya dia ya cukup aku aja yg tau. selebihnya aku sayang sama dia. dari dia yg suka ngelawak ga jelas, selalu support aku, rela nganterin aku ke tempat jauh wkwk trs pendengar yang baik juga dia.",love
"banyak2 baca dan latihan ngerjain soal, tapi gue dulu suka kimia karena ibuknya baik, sabar dan enak banget ngajarnya, guru favorit guee pas sma wkwkk",joy
"kusut, belum di hibur ama ayang .heh",sad
heleh padahl di hati terdalam kecewa luarbiasa,sad
kurasa miiko adalah..satu2nya orang yg tak bs bikin tappei marah - yukko,neutral
"kaga, biasa aja. banyak yg lebih tua dr gw manggil gw ade, selow aja. klopun orang lain bilang punya adek ya berarti saudara kandung yg lebih muda dr dia. mau umur berapa kek.",neutral
senyum tak selalu berarti seseorang bahagia. kadang seseorang tersenyum hanya karena tak ingin menjelaskan kenapa hatinya t,sad
kita sangat khawatir ada orang yang melihat dan mendengar maksiat yang kita lakukan di balik dinding sampai kita lupa bahwa ada allah maha melihat di mana pun kita berada dan malaikat-nya yang selalu berada di sisi kita punya pena.,neutral
sebab dia extra shot awak. espresso shot dia sama banyak dengan americano. sebab tu rasa pahit kalau tak biasa.,neutral
jangan panggil tukang. panggil saja sayang,love
"baru kenal, baru mau nyapa udah dilirikint tajem bgt ampe mau copot matanya. santai kali mba",neutral
pangeran kodok sama siapa ya dulu? ya allah dulu suka banget sama ni sinetron,love
gue suka banget liat pergerakannya dah,love
dari semua fs mfs yg paling gue tunggu pasti khawla karena dia keren banget ga ngerti lagi gue suka banget kalo dia ngobrol ama mark,love
takut tgk harga,fear
yah gimana sih yang yaudah susul aku dulu kita sarapan bubur di tempat biasa,neutral
"ga suka banget org sembarangan naik ke kasur aku pas keringetan, atau kakinya ga dibersihin dulu padahal abis dri luar trus berpasir, naikin kaki seenaknya, badan lengket sama keringet. kamar aku apek kan jdinya aku mesti bersihin ulang. dilarang ke kamar, dibilangnya rahasia2an",anger
betul banget. yang suka perzombian harus banget nonton kingdom sih,love
bukan lockey tapi ikutan sedih liat denise keluar dari sn dan ga perpanjang kontrak sama agensi terus ngasih ini buat fansnya :(,sad
"suka dan jatuh cinta tu gak butuh alasan, suka ya suka aja",love
pepagi lagi airmata mengalir. sedih aku.,sad
meratib takut raya lps tu upload gambar g jln2 tmpt viral,fear
gak malu,neutral
.. kok sedih,sad
plis yah gua tuh benci bgt kalo udh rapi tapi tiba tiba kebelet berak,fear
bangsat banget!!,anger
baru bangun langsung disambut kabar bahagia,joy
"bentar lagi yaa riin :) kalo rumah sepi, langsung pergi",neutral
"the crown!! aku suka banget walaupun beberapa episode aku skip karena ""ya allah gak kelar kelar u kek penthouse"" but i finally *sigh* finished it. aku lg nonton anne with an e!!",love
reyna tuh segala pengen beliin martabak buat emak sama s jesi kan jadinya mas al sedih. terus nanti pasti nino dower bakalan bilang k mb andin . kasian banget kamu mas al,sad
sayang tidak suka ya kalo sih pacar mu itu dateng pada acara meet and greet kamu nanti saya harap kamu menghargai perasaan fans saya tidak mau acara kamu kacau hanya karna pacar mu itu dateng .,anger
masa pagi dah nangis. benci bgt sma hati ku ini lemah,sad
seronok plus takut ada jugak. nk tengok sejauh mana kebolehan diri. bismillah..,fear
hal yg sedih pagi ini adlh saat aku ngerasa kasian m diri sndr. saat sadar diri bnyk hal yg harus diperbaiki. saat sadar klo aku gak boleh terus²an kayak gini. saat aku harus lebih berani utk terima perubahan. saat aku harus menguatkan diri utk sekedar mencoba,sad
gak beli motor gak beli rumah kalau cash resikonya ya dibuat ribet salesnya kaya gak senang ngehe,anger
hahahha bangsat team bingung ini diservice tp senin uda mulai kegiatan aduh gmn yak layarnya kelap kelip takut klo musti ganti trus mahal babikk takut filenya ilang kalo tau2 diinstal ulang mager nginstal2 lg mn blom dibek up mn hari sabtu tutup semua begee,anger
menetapkan nonton movie terbaru spider-man venom nunggu nanti setelah blu-ray/legal streamnya keluar aja. kapan ya bisa bebas ke bioskop lagi tanpa rasa takut.. gak masalah juga nonton setelah hype redah walau mau gak mau spoiler bertebaran.,fear
semoga hari ini ada kabar baik ya,neutral
yg enak yg mana,neutral
"ngeri, nganti dimakamkan di satu liang",fear
sedih dah,sad
"nontoon, suka bangt tapi eps sedikit banget trus ji tae kenapa mati",love
gue liat 3d mv aishite aishite kok takut ya,fear
"aku masih mencintaimu, entah karena sayang atau bodoh",love
nona peramu cinta mengapa dicipta kembali sebuah rasa tumbuh bebas sepertinya tak biasa menulis kumpulan aksara dan berbagai frasa sebagai tanda jika dia meramu cinta,love
"yaa nangis gue. takut banget. sepi banget. kayak, yaudah emang cuma ada lo dan diri lo aja. mau ngarepin siape.",sad
ya allah beri kabar baik untukku hr ni,neutral
terima kasihh! aku kemarin sempat down banget karena pertama kali jadi komisi orang gitu. aku takut orang gak suka desain ku sampai sempat stress seharian tapi alhamdulillah dia mau nerima terus dijadiin desain baju jualan dia huhu,joy
"ketika kamu berharap yang terbaik tapi kamu hanya mendapat yg biasa, bersyukurlah kamu bukan yg terburuk.",neutral
arghh emosi liat bang ziel,anger
jarina hasebe hobi ngomel dan marah marah.,anger
ngeri skrg dikantor ada sisi tipi yang bisa ngomong,fear
"dia nie ngeselin bngt ke guee suka bngt ngisenginn, tp dia tu kek andalan para guru, trs wibu (cm g banget), produktif tidak seperti sayaa, social butterfly bngt, gampang akrab sm orang",anger
"suka banget ya dikasarin, giliran ditampol beneran nangess, dasar orang ga jelas",anger
baru saja mengirim foto agropolis wonosalam,neutral
"berlaku buat seller juga sih. kalo sudah ada yang take, at least ngabarin ke calon buyernya biar sama-sama enak. kalo sama-sama ghosting ya gimana wkwk ngeri juga",fear
[+] enak banget kalo gerimis gini alun2 sepi jadi bisa dikit2 buka masker [-] gerimis,neutral
"yang kupikirkan saat ini : ini org org yg punya kontak wa banyak ga pusing apa ya nyortir siapa aja yg bisa liat sw. gw cuma sekian aja, males nyortir dan jatohnya jadi males buat sw aja sklian. khawatir hal hal tidak diinginkan terjadi",fear
tiap kali intuisiku benar itu antara bikin lega atau ngeri sih,fear
"pacaran ga pernah berantem, ga pernah bosen. sayang terus enak juga ya.",love
"islamofobis/buzzerp, yaitu: 1. para *njing sepilis dan komunis, pelaku maksiat yg ingin mencari pembenaran atas kelakuannya. 2. para b*bi kafir, pecundang debat teologis scr akademis yg ingin melampiaskan dendam kekalahannya.",anger
pasti profesor goblok satu ini baru saja ngelonte mkanya pemikirannya jadi seger gini. bagi org kafir ngelonte itu ibadah yg utama,anger
"suka, banget. apalagi pas naik motor sendiri udah kaya me time",love
antara ngakak sama sedih anjr nonton inituh kawkwakwakawawk,joy
demi apapun ini enak bgt fess,joy
jangan terlalu byk kepo kurang2in kepo cek urg mah ntr takut jatuh cinta lg awas nanti km cinta,fear
plis wei baru bangun tidur tiba2 pas buka twitter dapet kabar denise,fear
"zoo anabul kecil tetangga aku gamau diem, kadang suka tbtb masuk kerumah. kadang suka pup diteras rumah jg, apa karna sering kita kasih makan jadi begitu ya?",fear
"foto ootd yang aesthetic bisa dimana saja, tantri namirah tampil kece di depan warung dan bengkel",neutral
"nemenin adekku main genshin di ps, dia nyeritain soal gamenya panjang lebar pake bahasa inggris tapi aku cuma ""ohh"" ""hahah"" ""iyakah?"" gangerti soalnya anjir berasa bodoh level akhir",sad
"terpantau balas dendam goro"" sumpek ndek dosen sing sak penake dewe",anger
"coraline dulu pas kecil takut banget jir, mana nyebutnya dulu kartun mata kancing :(",fear
"halo halo, kiel! ya ampun ternyata kamu pacarnya glo ya?? ih tau ga sih, kita sama banget, pasti sketch yang belum jadi numpuk malah buat sketch baru. salam kenal juga ya, ayo kita jadi teman baik, kiel suka yupi engga btw? random banget ya ahah",love
"menurutku, mereka ingin ornang indog kembali ke budaya leluhur kitaa”tentu saja, budaya pra islam sebab zaman kerajaan/kesultanan islam itu termasuk budaya leluhur kita. itu fakta sejarah",neutral
aku sangat sedih karena membayangkan nasib anak cucu kita kelak mengalami kesengsaraan yang amat karena kekayaan alamnya habis sementara dampak bekas kerusakan eko system harus diperbaiki plus hutang yang melangit,sad
"jika kau tertawa kau akan bahagia, walau disaat sedih apapun",neutral
tumben ga marah-marah nih,neutral
"banyak fans tersakiti. entah dr bws atau shipper main couple di series. posisi win sama female lead di series baru jg jadi serba salah. mereka mau deket ke bright nanti dihujat, gak deket dibilang gak ada momen dan itu jg ngebuat fans kecewa.",sad
mvs udah nonton kesekian kali dan masih tetep mewek:( recommended buat yg lagi mau nonton yg sedih-sedih!!,sad
km nyinyirn q sma antek2 nya berharap q marah tenang q punya jurus jitu q bales pake solawatan dzolim kesel sendiri kan hahaha,anger
"oh, iya ngeri banget sampe keluar ususnya, matanya dicolok, badannya kepotong yg ditangga",fear
malu bgtt anjrot hahahahahhaa ngakak,joy
fav banget jelas payphone sisanya semua lagu mereka gua suka,love
"ga adaa!! barusan bgt jatohin pot bunga bokap, gue dimarahin dia cmn duduk santai di deket pot bunga ntu",sad
"andaikan saja aku tahu, kau tak hadirkan cintamu. inginku melepasamau dengan pelukan",neutral
shipper sebelah kalo ga suka sama noren ga ush mampir uda tau benci sama noren malah baca au nya kocak bngt lo,anger
ngakaka semangat~,joy
gua jadi takut ada temen rl tau akun inii soalnya bisa diliat dri kontak kan apalagi gua dftr akun ini pake no hp..,fear
setelah putus sama dia 7 tahun lalu kenapa aku masih aja dikasih mimpiin dia :( padahal mikirin dia aja enggak loh :( kan kangen jadinya. apa kabar ya dia sekarang? dia pernah mimpi aku juga gak ya?,neutral
"kita sering mengira diri ini lemah, kadang suka nggak puas atas pencapaian saat ini, tapi coba analisis lagi. kita juga udah melakukan hal dengan cukup baik, tidak menyerah aja itu udah point' plus, jadi mungkin bakalan baik lagi klo meyakini kemampuan diri sendiri.",neutral
sinyal kenapa suka banget bapuk tibatiba y. emosi allahu,anger
makasih buat kue dan hadiahnya wkwk apalagi meme squidward. suka banget,love
"makasih kakak bianca. nama kakak juga cantik. oh! sama sih tapi engga suka yang suka banget gitu, kalo bagus terus genrenya horror ya aku sukaa! kalo aku untuk genre lebih milih thriller! c:",love
"sampe sekarang gue masih sedih bakal nangis kalo baca liriknya. serelate itu sama kehidupan banyak orang. karya yang di tulis mark beneran bagus banget dan dari segi vocal, rap, semua yang dia lakuin di mv bener keren banget! dan bikin gue bangga sama mark huhu ily",love
ini bangsa yang sedih dan menyedihkan..,sad
yg bisa wfh mah enak bang. sarkem mana bisa. cacat nih kantor w,anger
sedih bgt denise leave,sad
"( kaget saat punggungnya dipukul. dia sendiri juga baru sadar langsung sebut nama. ) ..kayaknya berani deh, jun. nggak tahu, kayak .. bisa aja.",fear
"lagi sedih, meong ku meninggal :(",sad
"finally jimin my angel, anak lucu uda negatif dan uda mau keluar dari rs kan senang banget rasanya jim lihat notif wv pagi ini makasih uda pulih pokoknya tetap jaga kesehatan sayang",joy
"halo sender, aku avail nih hari ini, aku juga provide nsfw (imagine/dirtytalk) dan bisa req fc. aku ini talkactive dan convobuild, aku suka cerita random dan kasih tmi, aku juga suka ngejokes receh, aku aslinya clingy, suka nyariin kalo ditinggal, lovlang ku pt & qt, suka pukiss.",love
"kalau ibu sakit, ya ibu tetep kudu siapin makanan dll dll,walau pake delivery order segala macem,semangat ya bu",joy
"iyaa, suka banget gaya penulisannya ilana tan, ringan gt gampang dipahamii sksk",love
"aku udah open seperti biasa ya! hehe yuk yang mau order bisa banget nih langsung dm atau wa aku, have a nice day guys!",neutral
semalem disaat hampir tengah malem ku dibuat teriak2 gajelas sama si golden maknae nya krn liat ini yaampun sumpah yaa jungkook suka bgt bikin jantung anak gadis tdk baik2 saja,neutral
ketauan deh biasa searching di search barnya,neutral
"terima kasih dasom-ah, kamu suka kah kopi seperti ini?",neutral
"eh, kau tidak pernah merancang kejatuhan orang kau benci dengan perempuan lain kah?",anger
rata2 klo cuma follow ngga ada deh yg pake proof. aku pribadi suka kasih karena biar ga ke kelewat jeda waktu yg 3 menit,neutral
kakak jd malu tau :(,fear
word cant describe it. gue suka banget sama bc sekarang ini top 1 anime kesukaan gue sih,love
"t .. thanks berat atas layoutnya, aku jadi cakep banget, adikku suka banget.",love
"saya bisa masak, saya ini sudah ada bekal untuk main benda tajam dan minyak panas, jadi tolong hargai saya dan jangan bikin saya marah",anger
"olaa its acaa! ayoo nonton sama acaa kebetulan acaa available hari ini dan seterusnya,, acaa juga suka banget nonton nanti acaa kasih watching list acaa! kalo sender berminat bisa langsung dm dan ini card acaa yaa",neutral
sedih :(,sad
"pagi dunia, hari ini aku gak boleh sedih harus semangats",joy
"kalo baring bawaannya lelah, kalo kerja bawannya semangat terus, salut sii sama diri ini",joy
hari ini dapat kabar baik,joy
"lagunya sakusa habis diputusin atsumu habis itu misuhin lagu ""yakali ajg gue bisa benci lo. yakali ajg gue cari yang baru. gue maunya lo gak yang baru gak dengan benci lo""",anger
"aamiin allahumma aamiin,doa yg sama buat maak yaa sehat & bahagia selalu ya maak",joy
"tapi sayang aku gabegitu suka foto foto, tapi kadang suka iri melihat hasil foto dari iphone. hmm",neutral
lagu ngegalau kelas 10 pas lagi jaman jamannya galauin cowo yang seharusnya ngga gue galauin haha dasar bodoh,anger
"mesti itu mirip sama wajib ya? ya engga juga sih kalo dibilang mesti. kalo emang mesti mereka yang maaf (gabisa punya keturunan) gimana? senua tergantung niat awal menikah. niatin aja buat ibadah, kalo diniatin nya mau punya anak, nanti pasti kecewa klo ga dikasih, jadi ya was"" ja",sad
parfume kok ga ada yg enak sie aromanya,joy
padahal mereka juga yang suka shipping aneh banget,love
ya ngakak ya sedih enjoy aja,joy
agak takut tapi gapapa.,fear
seperti nya akun saya juga dibokir,neutral
"kalau abis mandi trus ngaca kadang suka mikirr, gila sih muka gw mirip alien banget :(",sad
"gara-gara f4 thai gw jadi suka dew sama win, mereka tuh ganteng banget skjsjskaksks.",love
dimana mana hatiku senang,joy
agak ngeri ya women nya,fear
aku sedih bet,sad
"bandung aku baca sekali, ampe sekarang belom berani reread lagi ih sama suka banget kalo ff ff nya ka shita, selalu ada jalan keluarnya dan happy ending gitu walaupun proses nya rollercoaster banget kalo punya ka rai aku cuman baca au chio ibel, yang ff di wp belom pernah baca",love
"bisa langsung dm aku yaa. fee 5k saja bayar akhir, testi on pinned!",neutral
denise gw sedih,sad
"jual app premium dari netflix, spotify, disney+, viu, iqiyi, wetv, youtube, hbo go dll harian bulanan payment via ovo, gopay, spay, dana full garansi affordable price trusted 1oo% jangan ragu buat tanya dan dm ya!",neutral
"ooh iya ituu. kalo baca dari spoiler, kayanya sih iya. sedih banget, cuma dia yang beneran peduli sama ruby. :((",sad
kalau nanti 2024 suaranya tetap dapat banyak.. berarti kalian memang pantas terhina dan jangan marah kalau dihina.,anger
"kecewa, ditambah malu2in bisa ketahan smpe adu penalti dri team championship padahal 3/4 pemain inti yg main",sad
"semakin kita meremehkan lawannya, besar kemungkinan akan kecewa dengan hasilnya.",neutral
"agan- agan udah pada nyobain belum nih pempek kapal selamnya joeragan?dibuat dari 100% ikan tenggiri segar,enak loh!",joy
gajadi sedih pls inimah bikin semangat ngerjain skripsi,joy
jangan marah2 ih jadi takut di makan nih,fear
"” aku juga mau aware ttg isu kesehatan mental, disini aku mau negasin karakter hana yg sebenernya dia bukan denial/gengsi/ ga punya hati, tapi rata2 orang yg punya trauma secara seksual lebih sulit buat jatuh cinta atau nerima diri nya jatuh cinta karna terlalu takut",fear
takut tuhan kalo gue,fear
"begadang boleh saja kalo ada artinya, hyung",neutral
sedih bgt:(,sad
"udah sedih semalem, skrng denger denise keluar akwihfiaia makin sedih",sad
"happy birthday ~ maknae on top nya dreamis, adek kesayangan abang jeno. sehat selalu ya adek. terima kasih udah lahir ke dunia. bahagia selalu, __",joy
bneran dia fix keluar? aa sedih,sad
"thanks for the ga min! aku suka a qiao soalnya dia soft, baik banget kayak malaikat ga ngerti lagi",love
"buset! parah banget ya logika ibu ini, ini keluarga ibu yang jadi karyawan ga ada yang merasa keberatan ya, dengan kebijakan timpang ini. u cek deh lapangan, banyak penganggur, pesangon dari perusahaan suka ga jelas, ngomongi jkp, ga semua orang juga mau di jkp ampe kesel w",anger
"love youuu kaputt, sehat dan bahagia selalu yaa",love
lagu ngegalau kelas 10 pas lagi jaman jamannya galauin cowo yang seharusnya ngga gue galauin haha dasar bodoh,anger
suka semua tapi closer fav banget,love
rl ku sumpah messed up ku kira yg online udah fine fine aja jir. taunya.. ya udh kecewa bgt gk si,sad
"mau ikut komen, takut tambah dewasa",fear
jam segini udh bangun sedih bgt :(,sad
"tapi, gue suka bngt sana guru smp gue ms. riri, gila accent britishnya love banget kalo ngajar berasa denger harmonie lagi ngomong.",love
makanya yuyur agak kecewa biasanya mhy pinter bikin baju bozz,sad
makasih nokaav bahagia selalu juga,joy
hyper itu masalah bawaan diri dia karena manusia itu ada yg nafsunya hyper ada yg biasa aja sedang menggauli istri dgn penuh kasih sayang itu perlakuan kewajiban semua suami jadi gak masuk pertanyaannya hyper sama menggauli dengan kasih sayang itu gak masuk,neutral
bangun tdr liat fans mu pada marah marah taunya hadehh,anger
"morning moots semangat, bsk kembali nganggur.",joy
"happy birthday jie semoga sehat dan bahagia selalu ya, pokoknya apapun yang kamu semoga kan semoga tercapai, terima kasih ya jie buat apapun itu ;3 i love youu jiee __,",love
sedih bgt gk sii,sad
luar biasa pak,joy
"another level of lockey, dari sedih bisa ketawa wkakwkk",joy
"ini segala keresahan gua udah mau ilang nihh, pokoknya pikiran udah mulai enak deh tapi entah kenapa fyp gua isinya cuplikan film layangan kusut, ku kira kau rumah . kan anjing jadi ketriger lagi gua mulihin supaya mood gua muncul lagi tuh agak lama bgst",anger
"tbl tbl takut banget loh, iri kan lo ga bisa gitu makanya jangan gatel",anger
"kalau ibu sakit, ya ibu tetep kudu siapin makanan dll dll,walau pake delivery order segala macem,semangat ya bu",joy
"ahaha!! tentu saja aku sangat rajin dalam berkebun, karena sudah biasa.",neutral
"sangat tolol bbm langka,beras mahal cuma sarapan jagung dan ubi sebelum berangkat sekolah itu sekitar 2006 sampai 2011",anger
"siapa tau ada yg sayang aku, jadi ini kan h-1 karna aku ga suka coklat dan akunya lagi seneng bgt olahraga boleh request ga kalo dikasi yg berguna buat olahraga gitu. semisal sepatu / kaos juga gapapa yg ptg bisa buat olga. wkwkwk",love
kasih ak aja ak suka sm coklat,love
"kak sumpah klo upgrade dri hdd ke ssd tu gabakal ngehank gini gak si? tabunganku cuma cukup buat upgrade itu, tapi takut juga ada kebutuhan praktikum mendadak. jadinya aku maju mundur mau upgrade",fear
"tbh, gak sedikit kok yang begini. ada case gini kek udah biasa aja gitu haha. maaf maaf",neutral
"gw ptm 50% lagi bangkee,, padahal udh enak 100% arghhhh",anger
"krna kecantikan luar biazaahh maka kmu jd foto model, di foto ini konsepnya mikirin ""kenapa ya mas crush malah jadian sama temenku"" jd sedih bgt",sad
"di udahin segitu aja sepi ya, kalo dilanjutin bingung juga",sad
masuk sekolah kyk biasa,neutral
"bisa dicipratin air kak, bagian belakang badannya aja jg gapapa, klo muka kasian takut kaget",fear
ngapain takut buka 1st acc kan aku punya allah,neutral
lama lama gw sedih beneran njir liat emyu:(,sad
suka banget dong gw,love
"hahaha nahh kan si jean tuh aslinya suka sama nana, yaudah deh gatau lagi mau raka atau jean cuma nana yg bisa menentukan dia sayang ny sma siapa",love
ala.. alaa.. alaa.. murung kejap hahahha,sad
"aku gapaham kondisimu waktu km nyari aku buat bincang/ngobrol kaya biasanya itu kaya apa, dan bego nya aku malah ceng"" in gabut/kasian. maaf banget.. aku gatau km bakal semarah ini, maaf banget beneran aku gada maksud buat gitu aku cuma becanda kek biasanya gitu,",sad
loka open verif dijamin amanah trusted juga mastip 15 maret 2022 ramah kok pren tidak galak (.) jangan ragu langsung dm/wa di bionya ya! yg mau verif lainnya juga bisa fast respon : 2,neutral
"sebagai penderita agoraphobia, anna gabisa keluar rumah guys, dia bakalan panik dan takut kalo terjebak di suatu ruangan atau bahkan situasi yang ngga familiar gitu. jadi susah ya ges si anna gaboleh keluar rumah dah intinya.",fear
sumpah sedih banget denise,sad
ayoo kyy kita semangat bareeng ;3 ramein opmemnya wixst yaa!!,joy
awalnya iseng iseng doang suka eh malah keterusan jadi sayang wkwk,love
huhuu suka banget bangettt sama konsep cb taeyeon kali ini,love
awalnya w sgt kesal dgn nj tp lama lama mlh kasian,sad
"gue ngga sakit atau sedih gara"" foto itu sih,gue percaya sama bw siapa pun kapal mereka di series mereka bakalan always together, cuma gue sedih gara"" komen yg ngedrag w, sama ngebandingin momen bw sama kapal sebelah, yg jelas"" bedahnya tuh jau banget dan ngga sama",sad
req dm telat banget :(( kalo mau nanya ke wa ato ga rep ama tag aku ya soalnya suka telat kalo dm,sad
"ini penilaian objektif ya nder, menurutku dari pemikiran yg km ungkapkan di menfess ini bahkan menunjukkan km belum cukup matang dan dewasa nder, yg diliat jgn imajinasi masa depanmu yg bahagia, pikirinnya kira2 nanti resiko cerainya seberapa besar ya? u will think twice",neutral
"itu normal attack set is for hima maksudnya dia bisa make arte yg bonusnya na buat dps kayaknya, macam 4 gladi 4 hod gt",neutral
ya gimana ya bangsat ya gitu gasii,anger
"film romance yg pengen banget di tonton : kata dan ku kira kau rumah. dulu suka bat ke bioskop, tpi sekarang udh ga punya partner lagi. ngajak temen? elehh mereka pun gue bayarin tetep ada aja alesannya.",love
"suka dan jatuh cinta tu gak butuh alasan, suka ya suka aja",love
"iya bener, mood bgt pagi ini denger kabar jimin.. perjalanan ke tmpat kerja senyum2 terus sambil denger lagu bangtan, ngasih tau bpk2 di jalan jg gue ramah bgt njir",joy
alhamdulillah jimin udh sembuh. bru bngun tidur udh disambut kabar bahagia tuh seneng bgt. sehat selalu ya ganteng ku,joy
iiih malu mau blng nnti pas libur semester pulang lg,fear
"ayaka menampakkan ekspresi cemberutnya ketika mendengar ucapan yang dilontarkan ayato, ""sungguh?? pekerjaan ayaka sudah selesai sejak tadi."" ayaka menggembungkan pipi kanannya kecewa. ""onii-sama sendiri bagaimana? apa pekerjaannya sulit?""",neutral
tahu fantasi? campuran telurnya aq biasa pake putih telur aja soalnya,neutral
"kaget loh, kenapa rame banget twtnya.. kirain ada apaan anjir",fear
sayangku wajamu genit mesra..aku suka banget sayy,love
"woh gitu ya logikanya? wah suwun cak, bisa lah nambah resep kuah-kuahan lain. nambah bebek iki soale aku suka banget sama bebek surabaya yg bumbu kuning jadi sekalian aja",love
"iya, mau kelarin! suka banget sama adaptasinya karena kebetulan director fav gue wes anderson, tapi belum sempet. pake kotep gitu emang nanti rapih? haha semangat. bener juga makasih idenya! kamu biasanya journaling tentang apa?",love
"yaallah rumah impian gue banget, ga besar tapi ga kecil banget. suka banget ih, adem banget keliatannya :(",love
"emang emang yang ngeliat gue dari luar tuh pasti kek asik banget yekan kerjaan enak, sesuai passion, gaji ya oke lah buat foya2 ama nabung masa depan, kaya happy terus, keluar sana sini, jalan2, banyak teman, apalagi ya .. ya tapikan kau tidak berjalan di atas sepatuku memek.",anger
kata bapak gua kl dapet mertua atau suami pola pikirnya begini di pikir pikir lg kena bukan cuman bikin sakit hati tp sakit batin dan sakit segala galanya . karena mertua atau suami yg baik gabakalan ngelakuin atau nyuruh hal bodoh,anger
jadi takut hehe,fear
"aku arep golek bubur isuk2 enak ketoke, cuma mager men arep metu. adem wkwkw",joy
"oh jadi gitu ya army harus banget wajib banget suka semuanya, padahal setiap orang punya kriteria idolanya masing masing mengejutkan ya",love
biasa di modusin kan,neutral
"i want to ask as bvyer klo kita dm minta pl dan over bvdget kita boleh ngabarin ""maaf ya kak over bvdget"" gitu gak sih? takut gak enak.. atau ada saran kalimat lain buat blsnya?",fear
"jaman smp, aku sering banget nangis. ngerasa aku orang yang paling menyedihkan, punya banyak masalah. semakin tambah usia, aku baru sadar ternyata hidupku ngga ada apa apanya sama orang lain, ngga serumit orang lain. kadang suka ngakak, apalagi kalo nangisin cowo",joy
"pengen nyari trophy tapi males battle ? bot kami menyediakan fitur auto search th diluar, th snipping , yang dengan mudah bisa memenangkan banyak trophy dengan pasukan sedikit. minat? cek bio pesan sekarang",neutral
ngeri bgt udah jelas2 positive masih nongkrong bukannya isoman,fear
"kalo skarang bakwaan! dulu gue ga suka banget bakwan, lebih suka risol. tp skarang bakwan selalu!",love
enak nya,joy
siap! semangat jugaa,joy
malaysia ni. tokey besar la jadi payung orang politik. sebab tu nak kawal harga barang pun takut. nak tekan orang tengah tak berani. tokey besar bagi komisen banyak kat orang politik. subprojek dekat tokey besar. dapat komisen pun dah boleh kaya 7 keturunan,anger
"dengan bersyukur kita akan senantiasa diliputi rasa damai,tentram dan bahagia",neutral
"acc ba aku mau mutualan dong, sepi bgt",neutral
"happy birthday, valee. bahagia selalu!! ;33",joy
