text,label
nonton drama sama mama trus ada kiss scene gue panik,fear
"ketika senang ia datang lagi. ketika sedih ia tak pernah pergi. perkenalkan, dia ibuku..bidadariku. :')",sad
"gua suka banget di organisasi yang sekarang, karena orang2nya kalo ngasih kritik pasti membangun dan penggunaan bahasanya pun dipilih seenak mungkin, kek walaupun halus tp tetep menohok si. tapi bener2 bikin gue strive for prefection",love
"aku lbh suka pake exfo serum sih, tp jujurly somethinc bikin jatuh cinta bgt sih memang",love
jarina hasebe hobi ngomel dan marah marah.,anger
pagi pagi dapet kabar baik huhu nangis banget makasih ya allah,joy
"beuuhh, rambo semua modelnya nihh.. pantess dianggap saudaraa..(ngeri kalii maksudnya)..",fear
"gak enak , jangan sedih sedih juga ah , jadi ngeri nih",fear
make notion enak juga wkwk tau gitu dari dulu make ini app satu,joy
suka banget warnanya,love
kecewa min,sad
"bangun tidur, gitaran, no make up, ngegame, doing sport thingy (baseball dll) duh gue suka semua",love
ini sebenarnya pak richi ada rasa sama ibel tapi takut,fear
yakan! sedih banget bayanginnya,sad
semua harus di bayar dengan balas dendam -sasuke uchiha,anger
"mm”makasih i take your appreciation. kamu gemes banget anyway, i'm ellie. , let's go? kamu suka siapa di enhypen?",love
"jadi inget author yang ngedrama dulu, eh gila gue ikutin banget hahah. karena karya nya sih sebenernya makanya gue suka.",love
"stop aja udah stop, yang sini tiap hari mandinya pake air juga biasa aja",neutral
gw sih malu..klo digituin,fear
"emotionally unstable dengerin dmnya fromis9 aja bisa nanges sampe jam 2 pagi, padahal bukan lagu sedih",sad
akibat?? pernah liat plat b bawa kendaraan di luar jakarta? ugal2an padahal jalanan sepi kayak dikejer setan bego gitu,anger
"sedih banget rasanya aku, hatiku rasanya kretek kretek, rasanya gimana yah di crush-in seseorang yg seperti jeon jungkook?? jeles banget iya, tapi ya udahlah, mau gimana lagi. semoga aku dapet jodoh yg kayak jungkook",sad
"lah, tibe kena marah",anger
"kaget ngeliat notif, disebut kqkwkw",joy
"pagi, udah 2.6jt semangat yang hari ini streaming. enjoy streamingnya, nikmatin lagunya sambil berkegiatan yaa, biar gak kerasa",joy
pakai rasa bukan pakai logika tolol cara berpikirnya. ngajio seng jeru ojo mung neng you tube,anger
"seru, plot twist banget ceritanya trs ada semua di situ romance nya, trs thriller nya, sedih sedih nya juga walaupun emang agak bikin pusing setelah nonton. aku nontonnya pas on going jadi bikin pusing nunggu next episode",sad
tuhkan marah..,anger
pagi2 hujan enak bgt dah,joy
ngeri skrg dikantor ada sisi tipi yang bisa ngomong,fear
nyenye gak takut wleekk wkowkowko,joy
"masih nggak ngerti sama orang yg suka maen kode-kodean, padahal to the point itu enak banget",love
pagi pagi dah bikin emosi yaa,anger
sepi dehh,neutral
"manusia tuh beda-beda, isi kepalanya juga beda. ga semua orang suka dan nyaman dengan konten mlm wlw makanya dikasih tag. straight ship aja ada tagnya sendiri kok di base wkwkwwk kita bukannya homophobe tapi preventing dari adanya potensi keributan di dalam fandom",love
"program makmur dukung pertanian indonesia.,go petani sejahtera!!,,",joy
aku benci kenapalah korg tepuk masa ni! hoi!!!!!!!,anger
gua ngeri ke lock,fear
dgr suara org yg makannya ngecap asli emosi aink,anger
semangat aktivis rpw,joy
"art! cara buat rambut kayak di karakter anime itu gimana ya.. kadang suka bingung waktu mau gambar rambutnya karena jadi jelek banget. thank you! tolong bantuannya, pengen tapi gk bisa",love
"pernah di infinite kalau di monsta x gak pernah, awalnya suka sungjong gara2 visual dia dan kiyowo banget apalagi kalau ngambek tuh kaya bocah, trus kepincut sama woohyun gara2 vocal nya sama sok gantengnya dia akhirnya woohyun jadi bias pertama sungjong bias ke dua",love
kecewa lagi,sad
"done, wish me luck suka banget momen skz yang ini, lucu. selalu ketawa terus tysm!!",joy
"justru aku seneng banget ama event ini dan lebih suka ini dibandingkan lantern rite (tpi demen cut scenenya bagus), lucu liat kichiboushi, paimonnya juga gemesh, liat lumine ngejawab setiap pertanyaannya juga lucu2",love
orang bodoh jadi ustad pengikutnya jadi bodoh semua,anger
"dan akhirnya kita berdamai. sadar tidak bisa bersama dan tidak bisa mengulang kejadian yang sama pada waktu itu. sedih si sebenarnya, tapi kalo ga gitu nanti guanya yg ancur lagi heheh",sad
"kamu sih protes, jadi kena marah kan.",anger
"prettytitit pencitraan lo udah sampai kelangit 7 pemprov lo kekurangan dana pajak lo hilangkan itukan aneh ,gua gak tau itu namanya dungu atau bodoh dua""nya julukan kamu!!",anger
"love youuu kaputt, sehat dan bahagia selalu yaa",love
"liat kok cuman takut pada ikut close juga,nanti gw sendirian:(",fear
"selamat pagi mas,salam sehat penuh semangat dan selamat berakhir pekan",joy
senang banget dia udah seperti biasa lagi mantappp,joy
ayang aku yg ini lagi camping kali ya berdua sepi amat ayang,sad
"halo, siapapun kamu dan dimana pun kamu semangat terus ya. masih ada langit di atas langit, semoga apa yang kamu takutkan ga terjadi ya! dan semoga hal baik yang kamu ingin kan bisa tercapai. klo msh ngerasa bingung cerita kesiapa, maybe kamu bisa mulai cerita ke aku, be happy",joy
"oalah, semangat bi",joy
iyah enak banget coba denger banyak idol yang suka juga dan tentunya ost main vocal gfriend hehe,joy
yahh sedih,sad
"indahnya terbang terlalu tinggi, walau jujur ku takut jatuh terlalu jauh",fear
"malah ke kirim yg ini jancuks bau"" bakal marah:)",anger
ramah tamah rajin marah tak mau mengalah,anger
ah aku sedih dengernya,sad
"soobin :( aku sedih peliharaan kesayangan ku mati. i can't stop crying. kmrn tiba2 g mau minum trs lemes jugak, klo ke dokter hewan jauh dr t4 tinggal ku. i can't lose her :( wht should i do :(",sad
"itu maksud sendernya "" alhamdulillah nggak malu "" gitu yorobun",neutral
bukan pick me tapi dijamin emosi,anger
ga gmn gmnsedikit sedih dan stres(,sad
"ntu ada kecoak, jijel takut",fear
"ahahaaa khas buzzerp jokowi nuduh org mau, dituduh marah",anger
"yaudah aku pulang, babai kawan kawan semoga kalian bersenang senang",neutral
"iya sih kalo pake jubah tp nonton sendirian agak malu, kalo ama temen masi agak ketolong",fear
baru saja mengirim foto bonn cafe,neutral
takut..,fear
cewe kasih barang bagus hanya ke cowok yg dia ada rasa,love
aku paling suka oh my ghost banget hshdhdh gemes soalnya,love
takut tgk harga,fear
"kalo gak dipenjemin duit tuh yaudah gt loh gausah yang ""lo mah enak bla bla"" diem aje lo diem sebelum w gebug puting lo.",anger
centi bgt bangsat,anger
"innalillahi wainna ilaihi rojiun semoga almarhumah ibu diterima amal baik nya dan diampuni segala kekhilafannya yang sabar ya jayen,pasti sangat sedih kehilangan orang tua.",sad
"belom pernah nyampe manggarai lagi kalo naik kereta, kaget udah jadi di atas peronnya wkk",fear
"tolong buat siapapun yg memang udah ""gabisa lagi jadi lockey"" karena masalah denis gpp gue mengerti, tapi plis bgt jgn mengajak atau bikin kompor kayak org goblok bikin tweet dgn mengajak yg lain buat ikutan sebab yg sedih bukan hanya kamu tapi semua lockey, bikin kesel aja kayak ampas. makasih buat lockey yg masih bertahan:)",anger
"aku belum jadi sekolah ilmu komunikasi politik aja udah banyak bgt yg ga suka ih, hinaa banget aku kayanya",sad
"sendiri dan sepi, aku ingin berlari menelusuri mimpi yang tak kunjung menepi",sad
"mau ikutan wish me luck semoga rezeki amiin biasku kim junkyu dr treasure, orangnya cute banget tapi kadang suka soksokan cool gitu ngebiasin bnran dia nyaman bgt pokoknya, liat dia senyum tanpa sadar kita ikutan senyum soal body beuh mantull,udah jadi model dari kecil",love
lagii rame kalo suami boleh pukul istri yaa. kalo pukul bercanda ga bikin lebam aku sih biasa ajaa tp aku tipe org yg gasuka disakitin jd kalo aku dipukul kupukul balik soalnya sayah semasa hidup gapernah pukul aku marah aja ga pernah krn ak anak satu2nya,anger
bukan pens emyu namanye kalo gak ikut2an tolol,anger
"nama satu orang tercemar saja melapor ke polisi minta diusut tuntas..lingkungan hidup dgn biota jutaan makhluk hidup saja, tak satupun ada yg lapor ke pak polisi ..berarti biota lingkungan ini lebih bisa mawas diri koreksi diri..!! alloh lebih menyukai hamba pemaaf ..!",anger
takut mau nge up nyaa,fear
cewek cemburu itu sebenarnya positif. semakin sering cewek cemburu tandanya semakin sayang dia sama lo semakin takut kehilangan lo.,love
"pacarku baru aja diberhentikan dari kerjaanya, karena dari awal ga jujur tentang keinginannya. sedih banget, kasian mana cowo pula. udah ada niatan buat lamaran, tapi malah diberhentikan. semoga segera dapet pekerjaan baru",sad
"kadang pingin bilang ke sesama perempuan .. jangan lah bego-bego kali karena satu laki-laki doang. ga worth it gitu loh :"") kalian tuh cantik, pinter, sifatnya menyenangkan. di luar sana pasti ada cowok baik yang mau sama kalian. stop nyakitin diri sendiri gitu :"")",neutral
bukan emosian mba tapi bikin emosi,anger
"eh tak, biasa biasa ja",neutral
hal yg sedih pagi ini adlh saat aku ngerasa kasian m diri sndr. saat sadar diri bnyk hal yg harus diperbaiki. saat sadar klo aku gak boleh terus²an kayak gini. saat aku harus lebih berani utk terima perubahan. saat aku harus menguatkan diri utk sekedar mencoba,sad
jgn marah yq osah,fear
kalo di slack suka takut chatnya capslock semua,fear
"rangnick: ""siapa pun bisa membayangkan bagaimana dia [elanga], dia hancur dan benar-benar kecewa."" (itv)",neutral
jangan lupa bahagia,neutral
"saya sempat punya hari di mana pada hari itu saya sedih karena kecewa. kemudian hari ini saya bahagia, kutertawakan hari itu.",sad
tolol bgt asu,anger
tak ada yang bisa ku lakukan selain melihat dan membuatmu bahagia.,joy
"gue uda bersahabat lama sama sepi sebelum lo ada,tapi sekarang sunyi yang atas apa apa tanpa lo gue belum mengakrabinya lagi.",sad
"nah ini. kalau yg kita benci kejahatan2nya, siapapun wajib dilaporkan. dalam kejahatan itu siapapun bisa terlibat, kan?",anger
sedih bgt,sad
"jarak antara aku dan damar hampir tidak ada ketika aku menoleh dan diciumnya bibirku secara tiba-tiba. aku suka sentuhan tangannya, lembut dan tersirat sayang disana.",love
"ppp! buat kalian yang butuh epha app prem yg murah, fastrespon dan suka kasi promo, aku opres batch 2 sampe full member nih! mau intip pl atau mau nanya2 dulu? bisa banget! rep aja nanti kuketuk dm-nya ;3",neutral
enak bgt lord,joy
tapi dulu suka sama aoi pake banget seehhhh,love
"wkwkw ya gitu nder ldr susah wkwk. dia dari awal nge dm cewe aja sala. lah ini malah marah sama lu, marah balik lah jangan diem doang",joy
punya kelebihan pirasat mungkin itu kebetulan saja,neutral
mencoba santai meskipun hectic parah,neutral
tiba tiba banget aku kaget,fear
ayo mam dlu ntar reonnya marah &gt;:(,fear
"mimpinya kayak nyata, diakhir-akhir dia pergi, nangiss aku sedih beneran anjir, rasanya sedih pake banget",sad
gua tdr enk banget tiba2 di suruh bangun masuk kerjaa kebiasaan suka dadakan anjr,love
"betul org cakap, kalau tak bodoh bukan bn namanya..",anger
sedih,sad
ah takut,fear
alhamdulillah pagi-pagi denger kabar baik,joy
enak bobo aja,neutral
gw tau malu ya hih :(,sad
kok sepi?pada tidur ?,neutral
gila malu banget lah,fear
"hai, jinni! cantik banget profilenya. aku lagi suka lagu-lagunya cigarettes after sex sih, apalagi yang ini. kalau kamu akhir-akhir ini lagi suka dengerin apa? btw selamat ya untuk debutnya!",love
` aku udah sabar ya. gak marah-marah atau ngata-ngatain. jangan ngelunjak.,anger
bener-bener kalau lagi emosi ga ada yang bisa kontrol. tapi ujungnya selalu ada yang ngalah duluan buat bilang maaf .,anger
mending lo baca dm gue biar gue pagi2 tidak emosi,anger
"kita selalu brsama, senang sedih kita lalui brsama disaat kita sudah lulus sekolah kita mulai brlanjak dewasa, brpisah unt mr_anoncyber",neutral
"ketika berbuat salah, jngan mengeluh, jangan marah. tetapi pelajari kesalahan, kemudian coba kembali dgn cara yg berbeda",neutral
"hehehe..kalau aku kasian ke diri sendiri karena kelemahan dan kekurangan-kekurangan yg aku punya jujur aja aku membenci hal itu, aku benci kelemahan dan kekurangan-kekuranganku banyak hal-hal yg gk bisa kulakukan karena hal itu doakan aku semoga bisa jadi lebih baik",sad
"galak tapi pas udah tau sifat dia lewat beberapa video, jadi suka banget sama dia aa",love
alasan kenapa suka banget sama karya2mu kak karna kadang bikin aku salting sendirii. ini ngena banget meskipun aku gapunya ayang kk,love
"yo, chiyo. adek lo tuh sukanya apa deh? she asked. well, he already knows that yuzuha had a certain feelings towards his sister. apa aja dia sih suka, asal gak lo kasih beling aja. adek gue bukan ahli debus, lo tau kan?",love
"flu biasa jg gampang menular, knp tidak dikarantina? kematian rendah knp omicron dibedakan dg flu biasa? bbrp negara sdh declare omicron = flu. yg harus tegas skrg adalah penggunaan masker (wajib) dan prokes lainya. razia prokes tanpa henti jangan pernah kendor!",neutral
"banget .. delapanpuluh halaman yang bisa bikin tercengang. betul. sekarang websitenya juga udah banyak, udah nyaman juga buat baca manhwa-manhwa yang lain. salah satu alasan saya jadi sering baca buku karena lupa urutan baca komik. suka bingung baca dari mana ke mana.",love
"ga makan duit haram kak, makan nasi lebih enak.",neutral
"di tengah2 generasi yang butuh instant gratification, ternyata kesabaran itu kunci utama yang dibutuhkan untuk bertumbuh. ini ada 1 quote dari leo tolstoy. yang gue suka banget yang menggambarkan tentang proses dan waktu.",neutral
mjb dipancing pake lagu2 yang sedih ajaa,neutral
selamat siang sender!! kebetulan saya avail sekarang dan lagi senggang banget cause i don't have anything to do now. bisa banget nanti kuta ngobrol-ngobrol dan jika kamu butuh saran saya akan bersenang hati memberikannya. bisa banget buat cerita apapun tanpa takut saya akan melayani,neutral
"tambah ngeri aja ni,,",fear
"happy birthday taehyuni, terima kasih karena udah jdi kesayangan moa moa bkl terus dukung tahyuni dan akan terus berada disamping taehyunie saat sedih dan bahagia sehat terus dan bahagia selalu, jangan lupa istirahat dan makan yang banyak we love you",love
"lucu banget, yeseo! sayangnya gak punya tiktok, nih. (sedih)",sad
takut limit wkwkw,fear
"kirain jumat loh, vibesnya kaya hari jumat sepi gitu",neutral
"min, gak usah bolak balik tanya lampu modem. ini masalah di jaringan. modem normal. mati sejak dini hari tadi.",neutral
yaaaa rumah sepi. mari kita party wakwakk,joy
gue suka banget dari 2011 apa yaa sampe sekarang tp gatau terkenal apa engga soalnya dulu clueless soal perfandoman dan cuma nontonin di youtube aja. mungkin lagunya terkenal banget karena ada di pump it up,love
hp aku rusak sksk sedih,sad
ga biasa tdr miring kiri jadi kemeng2 wkwkw ngakak,joy
semangat nguli,joy
sabar sabar jgn emosi,anger
"jangan buat gua spill lu di rl ya njir, gua udh sabar udh hps twt udh ganti username tapi lu kayaknya emg nyari ribut sm gua ya cwek bangsat",anger
kaget doang ga guna banget,anger
bukan emyu namanya kalo ga tolol ya goblok,anger
"jangankan jatuh setetes air matamu, selembar daun jatuh pun allah tahu, jangan kau ragu akan kebesaran tuhan mu, yang telah mencukupi semua kebutuhan mu",neutral
"apaan weekend, ini mah kaya hari biasa aja banyak tugas",neutral
huhuu suka banget bangettt sama konsep cb taeyeon kali ini,love
"sumpah no comment. brcnd. temen gue lumayan lama paling lama itungane udah mau tiga tahun apa?so far so good galak banget tapi sumpah keren banget anaknya kreatip dan suportip, suka minum kopi sehari abis dua liter abis itu bilang gabisa tidur :v",joy
"gila, sepi bgt rumah gue berasa nge kos nying takut ah",fear
bangun tidur denger dua kabar ga enakin tuh sedih bgt.,sad
atheis punya rasa benci? kirain umat beragama aja. lalu apa bedanya :)),anger
aku benci kata jenuh,anger
"bimbim lagi sedih, bongan",sad
"sumpah ini receh bgt dan not bts related. cm jujur w magang padet bgt dikasih project mayan banyak. trs kemaren ada senior gd presentasi gt dan keeren2 bgt nangis parah. trs aku pengen chat blio pengen tanya2. minta nomornya ke hrd, dapet, tp mau chat gajadi soalnya takut",fear
"tapi pas liat liriknya gw jadi merasa apakah ini yg dirasakan mark sesungguhnya, gw sedih dan merasa jahat,sebegitu depress nya seorang idol sampai kehilangan masa child nya,demi karya yang kadang juga masih di hujat",sad
"kalo menurut juna, nara itu asik buat diajak ngobrol ya berarti itu mah nyaman sebagai teman aja. bukan yg 'suka' gitu kan? dan kalo pun juna pengen temenan aja sama nara, batas temanan nya jg dia harus jaga. topik ngobrol nya jangan kayak org pedekate ajg",love
"masih inget pas sn di vlive, soodam prnh kelepasan sebut soal denise dita mengiyakan. lalu suasana jadi hening dan seketika ganti topik. aku yakin kakak2nya di sn pasti sedih dg kepergian denise. mungkin di balik layar mereka tetap berhubungan baik meski sudah tdk bersama lagi",sad
psaw cakep banget possessed chongyunnyaa suka kok! suka bangeet! dan shadingnya itu dewa sekalii!!,love
heyy dolie kamu suka kembang kan? nih ak kasih kamu kembang spesial bonus dapet ayang gratisnya,love
ngeri tp berusaha menenangkan diri,fear
kalo boong aku mau marah pokoknya :(,anger
"yang dilihat itu progress nya bukan stuck pada cerita silam, bagaimana kamu bisa menilai orang lain berubah jika pandangan mu saja masih pada cerita lama",neutral
kaka ica apa kabar??,neutral
"semangat buat hari ini ya!! u deserve to be happy. anw, jgn lupa sarapan sebb",joy
sedih,sad
"happy birthday my lovely eonni. suka banget sama bo young dari dulu, segi acting, visualnya, tubuhnya yg mungil itu perfect banget di dia, selalu nantiin projek drama nya awet muda bgt lagi. doa yg terbaik buat ayang, dan semoga karirnya makin sukses iya. love you",love
"sumpah ya tuhan, maaf banget. tapi semoga dia dpt balasan karma setimpal krn ga adil dan suka nipu bawahannya.",anger
"oh, lagi lagi alasannya karna takut dipakai buat hal hal negatif (kayanya mereka tau kalo rp itu ada nsfw nsfw nya), makanya sampai saat ini baru aktris thai aja yang gak mau di pakai wajahnya. aktornya belum.",neutral
"sering-sering bikin au taeyong yaakk, seruu! semangat teruss nob",joy
alhamdulillah jimin ganteng bangun bangun pagi dapat kabar bahagia.,joy
"gapyear! kalian yang bangun jam 3-4 pagi terus belajar dan ga ngantuk lagi di jam sekarang gimana tipsnya? sender suka ngantuk sekarang meskipun udh tidur cepet, dan banyak minum air putih banyak, terima kasih",neutral
sedih* typo,sad
"melodyjkt48: meski ada hal sedih ataupun hal yang memberatkan, tak apa asal yang bahagia lebih banyak ",neutral
semangat ktnya,joy
"minderan anjir klo suka sm org. abis gmn ya gua selalu aja suka sm santri, dgn fisik yg tdk memadai serta akhlakless gini jd lebih nyaman mencintai dlm diam wkwk. udh gt doi pernah liat gua nyedot tijus make selang, apa ga nambah jijay??",fear
wuihh luar biasa,joy
"india lumayan ngeri,kalo korea agak bahaya meskipun 4 thn ini ms mereka dibawah kita,kalo hong kong ya gt deh",fear
"dari sebuah rumah pinggir jalan, seorang pria tua keluar membawa sepiring makanan. aku tidak memperhatikan isinya, lalu ia meletakkannya begitu saja di gang sempit samping rumahnya. tiba-tiba ada yang menghampiri, kira-kira 5-6 ekor. aduh, kalian, apa tidak pakai jaket?",neutral
"mun ujar jhon tralala ""semangat cantik""",joy
"sedih boleh. tapi jangan terlarut. sayang kalau wajahmu harus terus basah karena air mata. percayalah, ada pelangi setelah hujan",neutral
belajar islam yg utuhlah jangan hanya hukumnya islam saja biar jadi orang itu bijaksana dan beradab,neutral
"aku tau ini pasti terdengar tidak nyaman. tapi ya gimana kalo sop nya memang gitu. tapi aku kalo dipanggil ibu suka kaget dan ekspresinya kelihatan gitu, jadi dipanggilnya mba. gpp, gpp. kamu harus terbiasa.",neutral
"meski engkau yg pergi, meski engkau yg meninggalkan. meski engkau hilang,, tp engkau ttp bagiku msh ada si sampingku sprt biasanya,, maaf saat ini aku cmn bisa mendoakan smoga engkau baik2 saja dmnpun brda, selamanya engkau ttp ada dihati walau tak bs kumiliki lg",sad
"yukk, semangat nih",joy
puas bgt,joy
"hallo.. gue makin kesini makin gangerti knp se kepo itu sama masalalu doi gue. kek seneng aja liat masalalu doi gue tu ga bahagia kek tolol banget lu nyia""in doi gue yang emng superduper baik gue bertrimakasih si sama lo karna lo dah buang doi gue.",anger
kami takut pada yang tidak berwujud,fear
mvs euphoria s1 sender baru namatin yg s1 kok si rou ga mau naik kereta brg jules? trs pas di eps7 mcky beneran di ituin sama temen2 nya? di dpn cassie? sender kaget bgt,fear
"kadang-kadang, capek lalu kecewa yaitu harga yang perlu dibayar untuk beli bahagia.",neutral
"bener banget, temen gue ada yg bilangin ke dia kalo gue suka sama dia eh dia bilang kita kan beda agama, mending jangan suka sama aku yaallah nyesek bangett",sad
"this one. kalau dibandingin sama laut bercerita, cantik itu luka, atau bumi manusia, aku jauh lebih suka ini. a total heart-wrenching tragedy. cara ahmad tohari ngegambarin suasananya itu beneran detail banget, bikin kita ikut masuk ke dalam ceritanya.",love
"iya ni mau aku jemur dirumah, kalo nggak mama marah",fear
sedih bggt,sad
"gak ngerti harus ngapain, sedih aja gitu.",sad
"pak anis for presiden? insyaallah saya dukung, why ? karena rekam jejak beliau yg baik, walaupun beliau pernah dikhianati, tapi beliau tidak dendam & membalasnya dgn pekerjaan & hasil yg baik, bukan cuma omdo & bacot yg di kedepankan, namun mengedepankan hati & kecerdasan",anger
dia tuh anak word of affirmation banget bund kaya aku wkwk maaf ya aku suka cheesy juga,love
wkwkakak faker tolol ye,anger
yg membuat rakyat tdk mempercayai penguasa: 1. sering bohong pemimpinnya 2. melarang rakyat melakukan sesuatu tp dia sendiri yg melakukannya 3. terlalu vulgar mempertontonkan kebodohan dan mengaggp rakyatnya semua bodoh,anger
jujurly selain suka kopi nya yang ginger ale lemon espresso gue suka banget sama logo dan basic color nya si flash coffee,love
jalanan masih luas lu ngapain klakson tolol depan belakang lu kaga ada kendaraan,anger
suka nih yg bikin emosi gini jadi tag aku dong kack,anger
"gue suka bingung, orang tuh kenapa sih caper banget mau atensi orang dengan ngehate sc? barangkali lo baca tweet'an gue nih, tolong ya lo baca, kalo lo gak suka sama mika sok ngomong to the point gak usah kek kontol sukanya ngehate pake sc kayak orang tolol, pecundang. :)",anger
wkt punya ld blm pernah deh iseng kenain ke aer wkwk takut..,fear
benci bangett,anger
jualan sepi banget,sad
"kasihan banget ya kamu ketemu cowok kayak aku gini.udah ga ganteng,suka curiga,sama cemburu lagi ahaha",sad
lakaka ikut bahagia melihat ini,joy
kaget gw jelek bgt tolong,fear
"ya allah, ampe ngga ekskul grgr ngga dibangunin.. sedih",sad
beneerr udh ngga ngerti malu pulak,fear
"banguna"" bukak livescore manu kalah.. biasa",neutral
kaget.. masuk topik,fear
"aku janji perbaikin diri demi kamu, tapi maaf yaa kalo buat jaga diri aku gabisaa, aku benci diri aku sendiri",sad
"ini papa nya aja belum ada kabar gasih, aku laper belum disuruh makan sama ayang",sad
"lucu banget kuenya bentuk chikin hidup amen makasih banyak lis, kamu juga ya sukses terus karirnya. waduh dikasih salonpas tau aja aku suka encok kalau dance huft. makasih banyak lisa",love
dengan berlindung merasa punya hak imunitas dpr ih bodoh amat saya gak pilih dia sebagai perwakilan rakyat sok orang sunda diam wae santet saja dari jarak jauh si orang pdi p itu nanti nglunjak dan besar kepala nya ..si anjing,anger
"gue yg mutusin emang, tp yg pamit rest emg siapa tau2nya gue dpt kabar begitu. disuruh keep it private dikira gue gatau apa kalo dia juga nyindir gue mulu, diem diem asu apanya yg diem, kalo ada main qrt gitu jadi ajang buat jelek2in gue",anger
"ketemu cowo itu di pekanbaru. masi ingat banget semua hal sama dialah walaupun ga pernah jadian. ya sesayang itu dulu. sekarang sih dpt yg better. tapi dgn kejadian itu aku bs blg ke anak perempuanku one day, jgn mau di blg suka trus km ambil hati kalo ga diofficialin :/",sad
untung g malu se-fandom,neutral
"pitnah itu! kompensasi crosong aja belum di kasih, eh udh pitnah aku gak suka waffles. sekalian aja bilang aku suka croffle?",love
"pelatih sepak bola ini harus berurusan dengan polisi setelah aksi sodomi terhadap tujuh bocah di brebes, dibongkar.",neutral
"nah itu tau club kebanggaan antum tolol, tpi kok antum masih mau jadi fans nya?",neutral
suka banget say,love
"oalah roomnya mau ada yang pakai ya, kirain kenapa tbtb end soalnya",neutral
sender nya keren banget ku suka tulisan mu,love
adek kok tau bangetsuka di ajak jalan2 sama member adek ke kebun binatang yah?,love
"sedih banget, gua yg ngurusin segalanya gua yg gak ikut:((",sad
semangat nyucinya ayah,joy
"jpn, sgp takut gilaa",fear
udah aktivasi tapi takut ga valid,fear
kata bapak gua kl dapet mertua atau suami pola pikirnya begini di pikir pikir lg kena bukan cuman bikin sakit hati tp sakit batin dan sakit segala galanya . karena mertua atau suami yg baik gabakalan ngelakuin atau nyuruh hal bodoh,anger
dah lah ak kecewa!!,anger
sender tolol bikin emosi aja pagi2 gini,anger
iya anjrott jangan jangan dia punya dendam sama gue ya,anger
"saya menyukai banyak orang. aku suka teman-teman saya, oppa, orang ini, orang itu tapi aku masih tidak tahu apa itu cinta.  -iu",love
"dichat dia sampe 20 pesan, ternyata tadi gue mimpi bangstt",anger
"mereka yang ingin berkerumun, kami tetap menghimbau untuk tetap dirumah saja. mungkin itu adalah wujud kerinduan mereka kepada kami. semoga kita selalu diberi kesehatan aku meh gawe kaos tak sablon tulisan ngonokui, wangun mboten?",neutral
"emang benci bngt si kalo liat"" komen di tiktok, kalo maen tiktok jarang buka komen biar gak emosi sendiri wkwk",anger
kenapa acc gede moa banyak yg rest moga cepet balik yaa duhh takut gue rada2 kepikiran dan sedikit trauma,fear
"kalo ampe kejadian, gue bikin lu malu seumur idup si liatin ae",fear
"ingat mereka tetap akan menjadi orang baik. mungkin saat kamu dibuat hancur oleh mereka, mereka sedang tidak tau apa yang mereka perbuat. tuhan saja selalu memberikan pengampunan untuk kita manusia. masa kita sesama mamusia tidak bisa saling mengampuni.",neutral
kaya enak aja empuk banget,joy
atau bole jadi diorang defend kalam mufti. sebab bukan ulama muamalat saja yang haruskan,neutral
suka banget liat taemin pake baju ini cantikk,love
"selamat pgi jga pak suryo, salam sehat penuh semangat,,",joy
"jadi tuh perumahan tempat tinggalku sering banget ada pengamen atau kadang suka ada yang nawarin barang gitu loh, nah waktu itu dirumah cuma ada bapakku doang karena aku sama kakakku lagi ke kampus, ibuku lagi ke warung sayur terus ada tukang ngamen kebetulan bapakku-",neutral
ini boleh ga si aku kecewa or marah sama dia haha.. cuma krn aku beli acrylic frame trs majang pc bareng sama polaroid ortuku dia blg gini apa aku doang yg sensi nih ya dikira nge kpop bikin lupa semua hal? bahkan ortu sendiri? lo bikin gw makin ga mau kenal spesies cowok dasar idiot,anger
asli kusut.. hahahaa,sad
tl gue sepi bgt dah,sad
mpus suka banget nemenin ummi..,love
"haduh, takut viral sama komentar saya yg itu nih. yg like ama yg komen jadi banyak bgt busetdahh",fear
yey ada kabar baik pagi ini. love you jiminie,joy
"nikmatin -_- saya ada 2 yg asli jarang ada kabar yg 1 lagi malah kadang jadi temen, jadi musuh, jadi temen mabuck, dll -_- kesel",anger
sumpah sedih,sad
"masih sepi sepi aja nih, jejangan yg nanggepin emang bot dan bajer doang ye? xixixi",neutral
"ada loh banyaakk, tinggal kmnya aja yg gausah mancing atau ga gubris pas obrolan kegitu. tapi kalo aku gabisa kayaknya, soalnya aku suka ndusel dan peluk2, aku manjanya poll kalo sama orang yg kurasa nyaman. kecuali cowonya tahan nafsu kalo aku ndusel2.",love
"setiap orang punya rumah , tapi tidak setiap rumah memiliki warna yang cerah sesuai keinginannya",neutral
"patrick wilson yang berperan sebagai astronot dan john bradley sebagai 'whistle-blower' patut diacungi jempol karena totalitas aktingnya. tapi soal kualitas, tentu saja akting halle berry yang menjadi juara berkat profesionalitas dan jam terbang yang lebih lama",neutral
"ini yang gue takut, kalo uda mulai berharap sama orang, tkut kecewa.. :)",fear
"aku gasuka valentine, aku juga gabisa gombal, tapi kalo kalian suka.. mending gausah deh. soalnya setiap hari kan udah hari kasih sayang, ngapain gombal kalo emng kalian udah teristimewa kaya coklat di hari valentine",neutral
ini enak..semriwing,joy
awokwok mw nge babu dulu sebelum kena marah emak,joy
